gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,61-CD8_S58_L002,62-CD8_S60_L002,63-CD8_S62_L002,57-CD8-D_S48_L002,58-CD8-D_S52_L002,60-CD8-D_S56_L002
ENSMUSG00000004054,Map3k11,26403,mitogen-activated protein kinase kinase kinase 11,719.5251886023772,1.155027795996485,1.1581930920111791,0.9972670394629987,0.318634908040181,0.814072656594806,33,1002,430,1273,618,770
ENSMUSG00000005043,Sgsh,27029,N-sulfoglucosamine sulfohydrolase (sulfamidase),410.372925687161,1.1091967683870647,1.1115240014300107,0.9979062682947449,0.3183248121475558,0.814072656594806,146,454,264,778,640,44
ENSMUSG00000006471,Ndor1,78797,NADPH dependent diflavin oxidoreductase 1,596.4021044155236,-0.22711491518954827,0.22746850566314222,-0.9984455409659323,0.3180633597043354,0.814072656594806,676,608,908,477,462,560
ENSMUSG00000007817,Zmiz1,328365,"zinc finger, MIZ-type containing 1",2734.572932475189,-0.15790334470227113,0.1585649797139368,-0.9958273572584608,0.3193340355649069,0.814072656594806,2979,2971,3846,1845,2614,2613
ENSMUSG00000017376,Nlk,18099,nemo like kinase,2366.375526834252,-0.1373382022539173,0.13758264523319438,-0.9982233007741437,0.3181710900797191,0.814072656594806,2607,2630,3168,1812,1925,2431
ENSMUSG00000019734,Tmc4,353499,transmembrane channel-like gene family 4,137.75668887918997,0.5538448640171462,0.5550329600456227,0.9978594135591895,0.3183475351025762,0.814072656594806,108,141,127,57,179,221
ENSMUSG00000022141,Nipbl,71175,NIPBL cohesin loading factor,5057.259846248736,0.13710945411821632,0.1376701699869073,0.9959271070214826,0.31928556350262005,0.814072656594806,5181,4759,6437,4160,4370,6001
ENSMUSG00000022856,Tmem41a,66664,transmembrane protein 41a,135.8701711651519,-0.4693776695604164,0.47139579713517055,-0.9957188256937821,0.3193867804958496,0.814072656594806,164,155,218,64,141,107
ENSMUSG00000024081,Cebpz,12607,CCAAT/enhancer binding protein zeta,984.4532307174497,0.26084670449818503,0.2614308752796715,0.9977654866478125,0.31839308966336816,0.814072656594806,1239,946,830,695,1208,1032
ENSMUSG00000025277,Abhd6,66082,abhydrolase domain containing 6,187.82743156166586,0.4004989341169193,0.40155917229432425,0.9973596962775193,0.31858994709753313,0.814072656594806,195,118,242,184,212,184
ENSMUSG00000026923,Notch1,18128,notch 1,8163.508648954543,0.12015129298859017,0.12055315657056667,0.9966665030314551,0.31892641403883176,0.814072656594806,8474,7887,10209,6314,8092,8868
ENSMUSG00000027332,Ivd,56357,isovaleryl coenzyme A dehydrogenase,916.9923250855186,0.20573523904914912,0.20615347464379108,0.9979712415938435,0.31829330406284306,0.814072656594806,837,956,1091,951,762,956
ENSMUSG00000028343,Erp44,76299,endoplasmic reticulum protein 44,1653.9442752451375,0.16599600305671267,0.166277890944247,0.998304718168281,0.31813162042789245,0.814072656594806,1704,1699,1870,1726,1422,1592
ENSMUSG00000034707,Gns,75612,glucosamine (N-acetyl)-6-sulfatase,733.6196005587661,-0.23593981261282704,0.2369081794620663,-0.9959124803059224,0.31929267085801666,0.814072656594806,842,963,866,694,529,600
ENSMUSG00000037012,Hk1,15275,hexokinase 1,399.4414483018301,0.6516854924923386,0.653832969668375,0.996715556914902,0.3189025962793566,0.814072656594806,214,615,190,534,80,733
ENSMUSG00000038697,Taf5l,102162,TATA-box binding protein associated factor 5 like,2007.5089996103275,-0.17054224811593313,0.1711904798507364,-0.9962133891127095,0.3191464752927189,0.814072656594806,2797,2152,2232,1478,1877,1794
ENSMUSG00000047423,AI837181,107242,expressed sequence AI837181,1242.2635822657428,0.1937432934028671,0.1942235275108522,0.9975274153747503,0.3185085733781227,0.814072656594806,1478,1091,1361,1221,1273,1093
ENSMUSG00000050174,Nudt6,229228,nudix hydrolase 6,242.3916541022212,-0.45835798820502416,0.46004338599287303,-0.9963364373031656,0.3190867053522415,0.814072656594806,389,297,258,165,278,105
ENSMUSG00000061731,Ext1,14042,exostosin glycosyltransferase 1,435.53457895188274,0.2651152973632922,0.2662779366152551,0.9956337379403581,0.3194281360252916,0.814072656594806,461,415,463,333,409,567
ENSMUSG00000062901,Klhl24,75785,kelch-like 24,1843.2836286282645,-0.19758821117005265,0.19841794019070716,-0.9958182762110269,0.3193384486175015,0.814072656594806,2053,1981,2661,1092,1770,1855
ENSMUSG00000079808,LOC102638047,102638047,sp110 nuclear body protein-like,125.16225104661642,-0.5373685015741856,0.5391684062705514,-0.996661702215054,0.318928745103186,0.814072656594806,130,241,121,76,71,135
ENSMUSG00000095677,Dynlt1f,100040531,dynein light chain Tctex-type 1F,560.5100062704386,-0.39448869881561716,0.39571419831503346,-0.9969030691730685,0.31881156178767045,0.814072656594806,660,821,656,643,208,453
ENSMUSG00000087543,Gm16576,100504191,predicted gene 16576,125.39098107174604,0.448061761473265,0.45034558211751075,0.9949287375408297,0.3197709248703692,0.8144906056734509,145,106,107,141,132,118
ENSMUSG00000062797,Hikeshi,67669,heat shock protein nuclear import factor,333.0315092195868,0.34377101476831284,0.34570536427697074,0.9944046297554465,0.3200259150675312,0.8149122728284731,361,305,326,436,236,333
ENSMUSG00000022199,Slc22a17,59049,"solute carrier family 22 (organic cation transporter), member 17",90.10313691660488,0.5719797016688144,0.5754144372207399,0.9940308491936432,0.32020784890354936,0.8149164396260308,47,96,102,94,117,80
ENSMUSG00000022774,Ncbp2,68092,nuclear cap binding protein subunit 2,758.3175927679334,0.2094220834210849,0.21064342857680873,0.9942018359462921,0.32012461447393814,0.8149164396260308,831,630,934,741,668,805
ENSMUSG00000030161,Gabarapl1,57436,gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1,188.34669640791333,0.3795282280767649,0.3819170567935841,0.9937451635785141,0.32034694901791305,0.8149164396260308,204,145,208,140,222,222
ENSMUSG00000032435,Dync1li1,235661,dynein cytoplasmic 1 light intermediate chain 1,1503.7048197600675,-0.17704561506833524,0.17817410519712418,-0.9936663628671494,0.3203853239754629,0.8149164396260308,1671,1850,1867,998,1377,1493
ENSMUSG00000020612,Prkar1a,19084,"protein kinase, cAMP dependent regulatory, type I, alpha",9041.988355933225,0.09510366177499248,0.09576879308575492,0.9930548220424281,0.3206832388316929,0.8149916287295828,9386,9496,10716,7701,8711,9040
ENSMUSG00000044950,Pwwp2a,70802,PWWP domain containing 2A,1012.820681596831,0.18575218771065058,0.18703708731338647,0.9931302415943689,0.320646488075213,0.8149916287295828,969,1096,1137,852,913,1188
ENSMUSG00000056290,Ms4a4b,60361,"membrane-spanning 4-domains, subfamily A, member 4B",12248.7995867725,-0.13957203838782598,0.1405367613183336,-0.9931354407099051,0.3206439547297435,0.8149916287295828,14516,12830,16231,11255,10978,9242
ENSMUSG00000038611,Phrf1,101471,PHD and ring finger domains 1,3520.6470633762574,0.13433541991047263,0.13532541639224135,0.9926843270971417,0.3208638151406814,0.8152231510727129,3724,3549,4096,2693,3366,4047
ENSMUSG00000028460,Sit1,54390,suppression inducing transmembrane adaptor 1,1299.0380768385255,-0.1504923366170239,0.1516698903283783,-0.9922360746170193,0.32108237865757483,0.8153237324273033,1596,1454,1571,1053,1111,1189
ENSMUSG00000031207,Msn,17698,moesin,35543.16618332988,-0.07977663689195862,0.08039202239640889,-0.9923451918970786,0.32102916518732066,0.8153237324273033,41386,37116,45355,28705,30894,34687
ENSMUSG00000031950,Gabarapl2,93739,gamma-aminobutyric acid (GABA) A receptor-associated protein-like 2,1398.813564996517,0.17867634775202418,0.18016576652185642,0.9917330645072822,0.3213277572327746,0.815492255194376,1394,1317,1748,1248,1520,1262
ENSMUSG00000038708,Golga4,54214,"golgi autoantigen, golgin subfamily a, 4",1912.0087774004644,0.22533969908513493,0.22717655934832987,0.9919143935075693,0.3212392871404514,0.815492255194376,1782,2019,2160,1190,1911,2603
ENSMUSG00000015474,Ppt2,54397,palmitoyl-protein thioesterase 2,451.7825814967157,-0.3108996399894996,0.3136237861476147,-0.9913139682688706,0.3215322944161909,0.8155017523955717,516,573,601,463,339,279
ENSMUSG00000020964,Sel1l,20338,sel-1 suppressor of lin-12-like (C. elegans),429.3567441354925,-1.1060668838898857,1.1155606078964821,-0.9914897281784645,0.32144650559158133,0.8155017523955717,316,760,914,18,478,258
ENSMUSG00000042133,Ppig,228005,peptidyl-prolyl isomerase G (cyclophilin G),234.19916550877747,0.3480502568182077,0.35114906519019534,0.9911752338844781,0.32160002155167255,0.8155017523955717,215,243,237,257,254,196
ENSMUSG00000037849,Ifi206,102639543,interferon activated gene 206,809.6392634658127,0.20361668299154256,0.205503926891653,0.9908165068733433,0.3217751875216356,0.8156287369278019,942,731,877,832,713,807
ENSMUSG00000064284,Cdpf1,72355,"cysteine rich, DPF motif domain containing 1",67.43482257286347,-0.8009564864530418,0.8084703789936672,-0.9907060385440736,0.3218291416151298,0.8156287369278019,147,73,69,44,11,82
ENSMUSG00000022370,Mrpl13,68537,mitochondrial ribosomal protein L13,653.8773994370968,0.24991158916265555,0.2523061988202052,0.9905091128606948,0.3219253371920485,0.8156456471514889,625,618,785,479,806,654
ENSMUSG00000118790,Gm25939,115487691,"predicted gene, 25939",34.686323667755694,0.9163843172188637,0.9256589567048148,0.9899805004653472,0.32218365010989014,0.8158463691359669,15,13,56,53,33,36
ENSMUSG00000007836,Hnrnpa0,77134,heterogeneous nuclear ribonucleoprotein A0,8353.497248625908,0.13651181995510933,0.13803973334474798,0.9889313507595472,0.3226967304509243,0.816562452035379,9488,9299,7981,6799,8341,8751
ENSMUSG00000015126,Tsr3,68327,TSR3 20S rRNA accumulation,494.05596102498714,0.23678173440161393,0.23976167333978507,0.9875712456596513,0.3233626744532595,0.816562452035379,495,538,495,451,515,487
ENSMUSG00000020275,Rel,19696,reticuloendotheliosis oncogene,991.7864119694168,-0.24225841980724355,0.24501450976660297,-0.988751319413757,0.3227848272353684,0.816562452035379,1019,1069,1576,604,779,1125
ENSMUSG00000021737,Psmd6,66413,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 6",1326.4573913740435,-0.18244869243552714,0.1846474879456435,-0.988091928384297,0.32310762845674823,0.816562452035379,1745,1421,1606,1234,1027,1104
ENSMUSG00000022024,Sugt1,67955,"SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)",1260.0690174668944,0.16823991486159098,0.17024101390695548,0.9882454938475743,0.32303243254281433,0.816562452035379,1286,1127,1627,1155,1155,1324
ENSMUSG00000022550,Adck5,268822,aarF domain containing kinase 5,476.0558796300208,-0.2764016589425549,0.2797225000758725,-0.9881280871849177,0.32308992166430345,0.816562452035379,540,494,744,279,423,482
ENSMUSG00000022791,Tnk2,51789,"tyrosine kinase, non-receptor, 2",3253.712143620276,0.14795795852638324,0.14970124599898202,0.988354890028032,0.3229788718214817,0.816562452035379,3710,3214,3517,2473,3032,3891
ENSMUSG00000024346,Pfdn1,67199,prefoldin 1,595.5754374959704,-0.2230190828321833,0.22550677691809393,-0.988968428710175,0.3226785886235774,0.816562452035379,808,620,746,425,547,527
ENSMUSG00000057649,Brd9,105246,bromodomain containing 9,1765.4921235844831,0.17079001546208877,0.17288254826945132,0.9878962172393412,0.32320347825123047,0.816562452035379,2199,1460,1984,1530,1684,1890
ENSMUSG00000079419,Ms4a6c,73656,"membrane-spanning 4-domains, subfamily A, member 6C",130.3274233676942,0.5034640196972822,0.5097614661706583,0.987646287741828,0.32332590850266824,0.816562452035379,81,114,173,157,88,172
ENSMUSG00000024270,Slc39a6,106957,"solute carrier family 39 (metal ion transporter), member 6",78.21469688906632,0.6740535127446765,0.6827573493119963,0.9872519328043989,0.3235191483471115,0.8167312165670637,84,22,103,68,100,95
ENSMUSG00000022911,Arl13b,68146,ADP-ribosylation factor-like 13B,303.05425650232047,0.2948924773403655,0.2987629923374411,0.9870448646708425,0.32362064497279885,0.8167611347222078,338,274,309,279,344,283
ENSMUSG00000026455,Klhl12,240756,kelch-like 12,154.5330495879638,0.6852174447162814,0.6946914383827607,0.9863622996584862,0.3239553583067825,0.8173794709313474,57,59,301,140,95,296
ENSMUSG00000029470,P2rx4,18438,"purinergic receptor P2X, ligand-gated ion channel 4",77.60711500941777,0.5744127744162563,0.5831652010248083,0.9849915142515857,0.32462823918104583,0.8187963170065752,43,87,80,86,81,85
ENSMUSG00000091803,Cox16,66272,cytochrome c oxidase assembly protein 16,385.6812432225963,-0.29269655159834596,0.29719843289502984,-0.9848522710808709,0.3246966406919939,0.8187963170065752,439,566,418,322,280,341
ENSMUSG00000062488,Ifit3b,667370,interferon-induced protein with tetratricopeptide repeats 3B,125.32258253158417,0.5399789898548294,0.5486199562934891,0.9842496315718469,0.32499278816439353,0.8190897075977287,80,96,174,186,120,90
ENSMUSG00000008035,Mid1ip1,68041,Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish)),496.72633563878765,0.2588009243141985,0.2630142078883639,0.983980775761157,0.32512496523879686,0.8191962274033955,460,488,585,531,510,419
ENSMUSG00000039233,Tbce,70430,tubulin-specific chaperone E,500.842225857957,-0.2734921297611066,0.27801481247465537,-0.9837322239297552,0.3252471914162596,0.8192776226136415,571,651,627,314,362,576
ENSMUSG00000024260,Sap130,269003,Sin3A associated protein,2067.5814991090274,0.1890907968503289,0.1923078755376796,0.9832712067649024,0.3254739772506433,0.8193803267669955,2213,1779,2586,2207,1538,2246
ENSMUSG00000025239,Limd1,29806,LIM domains containing 1,3216.9641199417733,-0.13146218996735334,0.13372196596737096,-0.9831009364566999,0.32555776346136794,0.8193803267669955,3912,3266,4243,2319,2839,3248
ENSMUSG00000031539,Ap3m2,64933,"adaptor-related protein complex 3, mu 2 subunit",1319.4655988383995,-0.15349445538977347,0.15613133883417984,-0.9831111200089887,0.3255527519686718,0.8193803267669955,1542,1484,1678,1037,1042,1337
ENSMUSG00000000290,Itgb2,16414,integrin beta 2,907.9051977178954,0.42357090585656376,0.43585351225433355,0.971819416266164,0.3311403947282024,0.8194946439812539,647,600,1429,1311,347,1165
ENSMUSG00000001569,Nom1,433864,nucleolar protein with MIF4G domain 1,96.7035144459827,-0.635065433485684,0.6517773631005083,-0.9743594506944434,0.32987809562202575,0.8194946439812539,150,125,122,21,103,86
ENSMUSG00000002846,Timmdc1,76916,translocase of inner mitochondrial membrane domain containing 1,486.63321202247494,0.22973281603284196,0.2351784150765466,0.9768448178293395,0.3286459842482736,0.8194946439812539,545,478,490,416,463,558
ENSMUSG00000004994,Yju2b,67736,YJU2 splicing factor homolog B,178.11679407092979,0.5200120950024925,0.5303360787648982,0.9805331295082746,0.3268230245581282,0.8194946439812539,163,152,181,250,70,252
ENSMUSG00000004996,Mri1,67873,methylthioribose-1-phosphate isomerase 1,518.9519462693945,-0.26142946621573915,0.2691286774729875,-0.9713920815516914,0.33135307019251764,0.8194946439812539,580,713,610,318,451,528
ENSMUSG00000006599,Gtf2h1,14884,"general transcription factor II H, polypeptide 1",132.49014572464162,0.7997773385692274,0.8211085223797624,0.9740214804387703,0.3300458738450332,0.8194946439812539,28,204,86,297,77,66
ENSMUSG00000008683,Rps15a,267019,ribosomal protein S15A,23934.323626624097,-0.09627064549964914,0.09803294045505753,-0.9820234408227682,0.3260883001893085,0.8194946439812539,28158,25925,29653,19026,22680,21235
ENSMUSG00000010911,Apip,56369,APAF1 interacting protein,85.28848233811453,-0.7089308659563859,0.7234269450037745,-0.9799619309904016,0.3271049105916499,0.8194946439812539,167,128,57,96,44,31
ENSMUSG00000015542,Nat9,66176,"N-acetyltransferase 9 (GCN5-related, putative)",115.12663067867312,0.812761325403613,0.8316763149088446,0.9772567894911077,0.32844203950814305,0.8194946439812539,124,118,34,232,21,140
ENSMUSG00000018433,Nol11,68979,nucleolar protein 11,988.4412363009559,-0.21573079524878333,0.22110276242545926,-0.975703753685633,0.3292112915440784,0.8194946439812539,1204,1100,1295,592,1006,906
ENSMUSG00000018669,Cdk5rap3,80280,CDK5 regulatory subunit associated protein 3,318.80699440586096,-0.4101041858655361,0.4220984328919193,-0.9715842417508942,0.33125742519275386,0.8194946439812539,494,335,404,222,127,411
ENSMUSG00000018861,Fdxr,14149,ferredoxin reductase,628.962774016687,0.22674941724920894,0.2318359459148622,0.9780597929040684,0.3280447521896082,0.8194946439812539,730,567,666,579,692,568
ENSMUSG00000020437,Myo1g,246177,myosin IG,9252.312620652196,0.12117672342863553,0.12383846015932232,0.9785063805924075,0.3278239371293913,0.8194946439812539,9439,10031,10478,9102,7579,9542
ENSMUSG00000021764,Ndufs4,17993,NADH:ubiquinone oxidoreductase core subunit S4,928.3043117436623,0.17991401941879245,0.18555997242301217,0.9695734326185989,0.3322591608897763,0.8194946439812539,1055,886,1005,904,891,880
ENSMUSG00000021987,Mtmr6,219135,myotubularin related protein 6,1708.3571732701994,-0.1368699620563594,0.14014380230701234,-0.9766394218170208,0.32874769529786546,0.8194946439812539,2080,1776,2214,1316,1481,1646
ENSMUSG00000022052,Ppp2r2a,71978,"protein phosphatase 2, regulatory subunit B, alpha",2835.677838998479,0.12600975681559046,0.12860579922588763,0.9798139553120976,0.3271779622165215,0.8194946439812539,3004,2723,3479,2351,2857,2862
ENSMUSG00000022587,Ly6e,17069,"lymphocyte antigen 6 complex, locus E",5380.5774734476545,0.10783992153314956,0.11101698889105047,0.971382151600069,0.331358013169553,0.8194946439812539,6063,5199,6296,5062,4694,5430
ENSMUSG00000023031,Cela1,109901,"chymotrypsin-like elastase family, member 1",103.15047159144923,0.5237988508185062,0.5369153305344404,0.9755706738660671,0.32927726310514166,0.8194946439812539,133,73,80,134,103,90
ENSMUSG00000023186,Vwa5a,67776,von Willebrand factor A domain containing 5A,669.3047869003553,0.23339282316800106,0.24017673385993776,0.9717545051807857,0.33117269391699117,0.8194946439812539,719,521,860,641,703,617
ENSMUSG00000024442,Dele1,66839,DAP3 binding cell death enhancer 1,944.3804747992411,-0.19212194710155653,0.19761218908016792,-0.9722170884085288,0.3309425610223337,0.8194946439812539,1124,946,1358,817,692,892
ENSMUSG00000024654,Asrgl1,66514,asparaginase like 1,1053.7657132346292,-0.1855732029984476,0.18965422716638916,-0.9784817653214702,0.3278361056256993,0.8194946439812539,1383,1124,1289,927,902,841
ENSMUSG00000024906,Mus81,71711,MUS81 structure-specific endonuclease subunit,889.1918264158409,0.1771902050317679,0.18202035682029094,0.9734636725644272,0.33032290665201086,0.8194946439812539,961,855,1012,849,763,960
ENSMUSG00000024970,Spindoc,68229,spindlin interactor and repressor of chromatin binding,750.4880032052765,0.24743057960103262,0.2519729278435101,0.9819728719217862,0.326113213076813,0.8194946439812539,843,844,613,783,712,711
ENSMUSG00000026095,Asnsd1,70396,asparagine synthetase domain containing 1,126.84742843358832,-0.7055452122546024,0.7252482798015473,-0.9728326586967758,0.3306364782792134,0.8194946439812539,184,124,230,174,22,58
ENSMUSG00000026317,Cln8,26889,CLN8 transmembrane ER and ERGIC protein,196.86212572413663,0.4087967829775259,0.42125533424929706,0.9704251786058139,0.33183460329876063,0.8194946439812539,163,183,228,160,289,159
ENSMUSG00000026429,Ube2t,67196,ubiquitin-conjugating enzyme E2T,178.7875455129435,0.43058055955152946,0.44145813475428197,0.9753598940728389,0.32938177034413535,0.8194946439812539,228,142,144,215,198,138
ENSMUSG00000026637,Traf5,22033,TNF receptor-associated factor 5,1442.5048818290088,0.19473964987616935,0.1981659622345795,0.982709884584749,0.32575024444069317,0.8194946439812539,1442,1429,1687,1491,1499,1162
ENSMUSG00000027459,Fam110a,73847,"family with sequence similarity 110, member A",226.22617453500874,0.3498533856022558,0.3579972271916219,0.9772516629437271,0.3284445768782241,0.8194946439812539,195,268,204,220,245,223
ENSMUSG00000027808,Serp1,28146,stress-associated endoplasmic reticulum protein 1,2710.334262932801,0.13680977984876552,0.1408791264924714,0.9711146232588024,0.33149120260500387,0.8194946439812539,2930,2865,2923,2413,2796,2499
ENSMUSG00000027834,Serpini1,20713,"serine (or cysteine) peptidase inhibitor, clade I, member 1",510.1800980716163,0.265105789481455,0.2717113713695901,0.9756889751987966,0.3292186172496988,0.8194946439812539,521,508,537,598,387,523
ENSMUSG00000028107,Tars2,71807,"threonyl-tRNA synthetase 2, mitochondrial (putative)",357.7088042744608,0.41853688595094696,0.4312181235683131,0.9705920578837702,0.3317514624765902,0.8194946439812539,294,295,456,158,388,599
ENSMUSG00000028452,Vcp,269523,valosin containing protein,9506.515981958393,-0.09406629839042113,0.09692779035788417,-0.9704781058466554,0.33180823299265333,0.8194946439812539,11722,10018,11494,7801,8452,8785
ENSMUSG00000029128,Rab28,100972,"RAB28, member RAS oncogene family",197.6021018858129,0.4691507315165334,0.48360482641418795,0.9701117645892243,0.33199078549444755,0.8194946439812539,174,221,160,313,159,138
ENSMUSG00000029201,Ugdh,22235,UDP-glucose dehydrogenase,53.77467015840444,-0.765123032935912,0.7887776126550269,-0.9700110914158764,0.33204096358171614,0.8194946439812539,76,27,133,32,25,53
ENSMUSG00000029246,Ppat,231327,phosphoribosyl pyrophosphate amidotransferase,1320.7163216748017,-0.1936987440532149,0.1995244415673834,-0.9708020858577318,0.33164684370714187,0.8194946439812539,1803,1347,1626,861,1303,1204
ENSMUSG00000029363,Rfc5,72151,replication factor C (activator 1) 5,102.74441345806922,0.8309022722778713,0.8537904666320705,0.9731922582311258,0.3304577577971567,0.8194946439812539,11,97,145,138,41,183
ENSMUSG00000029592,Usp30,100756,ubiquitin specific peptidase 30,107.57890124453374,-0.6813471795328575,0.6953681579526606,-0.9798366113555093,0.32716677684860596,0.8194946439812539,136,177,131,35,152,36
ENSMUSG00000029605,Oas1b,23961,2'-5' oligoadenylate synthetase 1B,418.41271109816154,-0.2672082161238464,0.2752171379361903,-0.9708996253925117,0.3315982647364165,0.8194946439812539,506,525,511,253,362,429
ENSMUSG00000029869,Ephb6,13848,Eph receptor B6,622.3614273586425,-0.24788355264992165,0.2533803967493478,-0.9783059614321158,0.3279230223510254,0.8194946439812539,780,740,762,422,652,472
ENSMUSG00000030745,Il21r,60504,interleukin 21 receptor,5487.141113880625,0.1095981801505307,0.1123896893807553,0.9751622302223162,0.3294797940593026,0.8194946439812539,5566,5604,6726,4461,5269,5835
ENSMUSG00000030876,Mettl9,59052,methyltransferase like 9,1197.399118002635,-0.19304869884594106,0.19763880449184937,-0.976775281262655,0.328680416113986,0.8194946439812539,1452,1309,1568,963,1179,882
ENSMUSG00000031310,Zmym3,56364,"zinc finger, MYM-type 3",1003.2565309873947,-0.21435742254727855,0.22103270543485906,-0.9697995693693945,0.3321464075498424,0.8194946439812539,1365,1010,1281,914,648,967
ENSMUSG00000031574,Star,20845,steroidogenic acute regulatory protein,79.45837442625523,0.6171896803149616,0.633406671239396,0.9743971895769548,0.3298593643763489,0.8194946439812539,77,51,86,130,48,80
ENSMUSG00000031807,Pgls,66171,6-phosphogluconolactonase,141.23524145573276,0.4701415856623894,0.4802140299988189,0.9790250935890934,0.32756758084824866,0.8194946439812539,129,101,175,91,139,226
ENSMUSG00000034509,Mad2l1bp,66591,MAD2L1 binding protein,606.2670147983706,0.21097306875767846,0.21576054531147526,0.9778111584447216,0.3281677311802565,0.8194946439812539,632,598,672,521,658,591
ENSMUSG00000034525,Ice1,218333,interactor of little elongation complex ELL subunit 1,2836.725919387943,-0.18945963365918755,0.19499464292172852,-0.9716145573047218,0.331242337688638,0.8194946439812539,3165,3291,3781,2340,1717,3219
ENSMUSG00000035311,Gnptab,432486,"N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits",193.66414446493786,0.6516587074025533,0.6653851631231029,0.9793706615637143,0.32739686785027455,0.8194946439812539,353,40,121,261,152,228
ENSMUSG00000035890,Rnf126,70294,ring finger protein 126,1918.5045829274022,0.1746318264181807,0.17933028845077717,0.9737999527397955,0.33015587658109563,0.8194946439812539,2186,1926,1975,1984,1476,2076
ENSMUSG00000037525,Bcdin3d,75284,BCDIN3 domain containing,208.18581599485327,-0.43069438908176777,0.4433559147725414,-0.9714416222522497,0.3313284103068225,0.8194946439812539,175,280,357,212,120,145
ENSMUSG00000039787,Cercam,99151,cerebral endothelial cell adhesion molecule,186.02157119790508,-0.4015535322566692,0.4113701530220452,-0.9761367695413479,0.32899669219133576,0.8194946439812539,195,203,325,153,164,115
ENSMUSG00000040701,Ap1g2,11766,"adaptor protein complex AP-1, gamma 2 subunit",734.8884719736918,-0.7915766627481666,0.8127337526492071,-0.9739679940299313,0.33007243111028806,0.8194946439812539,1092,633,1479,90,692,725
ENSMUSG00000041645,Ddx24,27225,DEAD box helicase 24,231.911314338543,-0.5032464680814678,0.5187056606072102,-0.9701965995365357,0.3319485053891587,0.8194946439812539,277,467,152,122,138,273
ENSMUSG00000043535,Setx,269254,senataxin,7687.10171472403,-0.13500558406704297,0.13762005797240934,-0.9810022322044761,0.326591640773317,0.8194946439812539,8729,8211,10371,5244,6454,8446
ENSMUSG00000044471,Lncpint,232685,"long non-protein coding RNA, Trp53 induced transcript",92.18316479183824,0.6551144287243177,0.6677069481702952,0.9811406493814621,0.32652338717140034,0.8194946439812539,75,69,100,57,51,211
ENSMUSG00000045414,Dipk2a,68861,divergent protein kinase domain 2A,387.5639884863488,-0.46091591262619236,0.4698845353585863,-0.9809131349139855,0.32663557960963324,0.8194946439812539,426,423,685,96,411,400
ENSMUSG00000045466,Zfp956,101197,zinc finger protein 956,235.3700632668622,0.4893960100968752,0.4998666867718532,0.9790530616420995,0.32755376228592403,0.8194946439812539,152,208,308,117,408,227
ENSMUSG00000048796,Cyb561d1,72023,cytochrome b-561 domain containing 1,692.7850724051463,-0.23552668590121784,0.24122028989197858,-0.9763966621824789,0.328867934931634,0.8194946439812539,956,790,782,621,457,654
ENSMUSG00000052331,Ankrd44,329154,ankyrin repeat domain 44,6886.154877326474,-0.13800551519989943,0.1418685651316702,-0.9727702191941856,0.330667516999201,0.8194946439812539,7827,6917,9813,5007,5462,7536
ENSMUSG00000052906,Ubxn8,108159,UBX domain protein 8,567.8654235271483,-0.2376303475951028,0.24232484813943322,-0.9806272423964164,0.3267765950644832,0.8194946439812539,731,660,685,469,376,580
ENSMUSG00000056019,Zfp709,236193,zinc finger protein 709,287.8774384938821,-0.38604492816547487,0.3971991599791422,-0.9719177859936737,0.33109145069489787,0.8194946439812539,310,455,327,247,137,299
ENSMUSG00000057894,Zfp329,67230,zinc finger protein 329,424.2004827732361,-0.23970321867487518,0.24488289171285446,-0.9788483670633354,0.3276549073136751,0.8194946439812539,494,506,554,301,347,417
ENSMUSG00000059669,Taf1b,21340,"TATA-box binding protein associated factor, RNA polymerase I, B",597.987706842936,-0.2157571170681372,0.22249142474841804,-0.9697322820962846,0.3321799548632829,0.8194946439812539,755,655,767,399,540,576
ENSMUSG00000059820,Nkapd1,270156,NKAP domain containing 1,799.5190222758836,-0.2002256275888935,0.20479729421123474,-0.9776771141437745,0.32823404426263636,0.8194946439812539,1032,771,1106,576,677,783
ENSMUSG00000061758,Akr1b10,67861,"aldo-keto reductase family 1, member B10 (aldose reductase)",173.14944561522353,-0.8034021233189509,0.8277958496762327,-0.9705317121765921,0.3317815257199267,0.8194946439812539,72,289,389,145,174,12
ENSMUSG00000063800,Prpf38a,230596,PRP38 pre-mRNA processing factor 38 (yeast) domain containing A,792.3463850057963,-0.21799031137103,0.2247634132486692,-0.9698656388077462,0.3321134695404184,0.8194946439812539,971,784,1146,590,780,619
ENSMUSG00000067336,Bmpr2,12168,"bone morphogenetic protein receptor, type II (serine/threonine kinase)",214.82808976010247,0.4448551381079969,0.4580319392145211,0.9712316981014006,0.3314329124387681,0.8194946439812539,144,189,288,178,332,159
ENSMUSG00000074476,Spc24,67629,"SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)",147.4437777904766,-0.4011854150663678,0.41309917199826746,-0.9711600561330836,0.33146858133244583,0.8194946439812539,229,145,196,101,108,139
